num_layers,lr,batch_size,opt_name,img_size,test_accuracy,epochs_run,folder
1,0.001,8,adam,32,0.5,223,run_00_adam_ly1_lr0.001_bs8
1,0.001,8,sgd,32,0.5,51,run_01_sgd_ly1_lr0.001_bs8
1,0.001,16,adam,32,0.5,279,run_02_adam_ly1_lr0.001_bs16
1,0.001,16,sgd,32,0.5,51,run_03_sgd_ly1_lr0.001_bs16
1,0.001,32,adam,32,0.5526315789473685,308,run_04_adam_ly1_lr0.001_bs32
1,0.001,32,sgd,32,0.5,51,run_05_sgd_ly1_lr0.001_bs32
1,0.001,64,adam,32,0.5,51,run_06_adam_ly1_lr0.001_bs64
1,0.001,64,sgd,32,0.5,51,run_07_sgd_ly1_lr0.001_bs64
1,0.01,8,adam,32,0.5263157894736842,216,run_08_adam_ly1_lr0.01_bs8
1,0.01,8,sgd,32,0.5,51,run_09_sgd_ly1_lr0.01_bs8
1,0.01,16,adam,32,0.6052631578947368,935,run_10_adam_ly1_lr0.01_bs16
1,0.01,16,sgd,32,0.5,51,run_11_sgd_ly1_lr0.01_bs16
1,0.01,32,adam,32,0.47368421052631576,598,run_12_adam_ly1_lr0.01_bs32
1,0.01,32,sgd,32,0.5,51,run_13_sgd_ly1_lr0.01_bs32
1,0.01,64,adam,32,0.5789473684210527,655,run_14_adam_ly1_lr0.01_bs64
1,0.01,64,sgd,32,0.5,51,run_15_sgd_ly1_lr0.01_bs64
1,0.02,8,adam,32,0.47368421052631576,244,run_16_adam_ly1_lr0.02_bs8
1,0.02,8,sgd,32,0.5,51,run_17_sgd_ly1_lr0.02_bs8
1,0.02,16,adam,32,0.5789473684210527,134,run_18_adam_ly1_lr0.02_bs16
1,0.02,16,sgd,32,0.5,51,run_19_sgd_ly1_lr0.02_bs16
1,0.02,32,adam,32,0.5526315789473685,245,run_20_adam_ly1_lr0.02_bs32
1,0.02,32,sgd,32,0.5,51,run_21_sgd_ly1_lr0.02_bs32
1,0.02,64,adam,32,0.5263157894736842,373,run_22_adam_ly1_lr0.02_bs64
1,0.02,64,sgd,32,0.5,51,run_23_sgd_ly1_lr0.02_bs64
1,0.05,8,adam,32,0.5,118,run_24_adam_ly1_lr0.05_bs8
1,0.05,8,sgd,32,0.5,51,run_25_sgd_ly1_lr0.05_bs8
1,0.05,16,adam,32,0.5263157894736842,153,run_26_adam_ly1_lr0.05_bs16
1,0.05,16,sgd,32,0.5,51,run_27_sgd_ly1_lr0.05_bs16
1,0.05,32,adam,32,0.5789473684210527,133,run_28_adam_ly1_lr0.05_bs32
1,0.05,32,sgd,32,0.5,51,run_29_sgd_ly1_lr0.05_bs32
1,0.05,64,adam,32,0.5789473684210527,223,run_30_adam_ly1_lr0.05_bs64
1,0.05,64,sgd,32,0.5,51,run_31_sgd_ly1_lr0.05_bs64
1,0.1,8,adam,32,0.5263157894736842,93,run_32_adam_ly1_lr0.1_bs8
1,0.1,8,sgd,32,0.5,51,run_33_sgd_ly1_lr0.1_bs8
1,0.1,16,adam,32,0.4473684210526316,98,run_34_adam_ly1_lr0.1_bs16
1,0.1,16,sgd,32,0.5,51,run_35_sgd_ly1_lr0.1_bs16
1,0.1,32,adam,32,0.5263157894736842,105,run_36_adam_ly1_lr0.1_bs32
1,0.1,32,sgd,32,0.5,51,run_37_sgd_ly1_lr0.1_bs32
1,0.1,64,adam,32,0.5789473684210527,133,run_38_adam_ly1_lr0.1_bs64
1,0.1,64,sgd,32,0.5,51,run_39_sgd_ly1_lr0.1_bs64
2,0.001,8,adam,32,0.3684210526315789,51,run_40_adam_ly2_lr0.001_bs8
2,0.001,8,sgd,32,0.3684210526315789,51,run_41_sgd_ly2_lr0.001_bs8
2,0.001,16,adam,32,0.3684210526315789,51,run_42_adam_ly2_lr0.001_bs16
2,0.001,16,sgd,32,0.3684210526315789,51,run_43_sgd_ly2_lr0.001_bs16
2,0.001,32,adam,32,0.3684210526315789,51,run_44_adam_ly2_lr0.001_bs32
2,0.001,32,sgd,32,0.3684210526315789,51,run_45_sgd_ly2_lr0.001_bs32
2,0.001,64,adam,32,0.3684210526315789,51,run_46_adam_ly2_lr0.001_bs64
2,0.001,64,sgd,32,0.3684210526315789,51,run_47_sgd_ly2_lr0.001_bs64
2,0.01,8,adam,32,0.42105263157894735,51,run_48_adam_ly2_lr0.01_bs8
2,0.01,8,sgd,32,0.3684210526315789,51,run_49_sgd_ly2_lr0.01_bs8
2,0.01,16,adam,32,0.4473684210526316,62,run_50_adam_ly2_lr0.01_bs16
2,0.01,16,sgd,32,0.3684210526315789,51,run_51_sgd_ly2_lr0.01_bs16
