epoch,loss,accuracy,precision,recall,f1_score,auc
10,0.6917196187106046,0.4166666666666667,0.43478260869565216,0.5555555555555556,0.4878048780487805,0.3919753086419753
20,0.6888977614316073,0.5555555555555556,0.55,0.6111111111111112,0.5789473684210527,0.5524691358024691
30,0.6851083202795549,0.5277777777777778,0.5263157894736842,0.5555555555555556,0.5405405405405406,0.4783950617283951
40,0.6810365210879933,0.4722222222222222,0.47619047619047616,0.5555555555555556,0.5128205128205128,0.4104938271604938
50,0.6798302097754045,0.6111111111111112,0.6,0.6666666666666666,0.631578947368421,0.5555555555555556
60,0.6741467172449286,0.5,0.5,0.7222222222222222,0.5909090909090909,0.42592592592592593
70,0.6701649210669778,0.5277777777777778,0.5217391304347826,0.6666666666666666,0.5853658536585366,0.4845679012345679
80,0.6655449758876454,0.5555555555555556,0.5416666666666666,0.7222222222222222,0.6190476190476191,0.4537037037037037
90,0.6610656055537137,0.5,0.5,0.5555555555555556,0.5263157894736842,0.4814814814814815
100,0.6616988344625994,0.4722222222222222,0.47058823529411764,0.4444444444444444,0.45714285714285713,0.5123456790123456
110,0.6557872512123801,0.5,0.5,0.6111111111111112,0.55,0.45370370370370366
120,0.6540100032633002,0.4722222222222222,0.47058823529411764,0.4444444444444444,0.45714285714285713,0.5401234567901234
130,0.6492817835374312,0.5555555555555556,0.5454545454545454,0.6666666666666666,0.6,0.4814814814814815
140,0.6465435190634294,0.4722222222222222,0.47619047619047616,0.5555555555555556,0.5128205128205128,0.4722222222222222
150,0.6433882496573708,0.4722222222222222,0.47619047619047616,0.5555555555555556,0.5128205128205128,0.4814814814814815
160,0.6423665935342963,0.4722222222222222,0.47619047619047616,0.5555555555555556,0.5128205128205128,0.5061728395061729
170,0.6358600909059698,0.5277777777777778,0.5217391304347826,0.6666666666666666,0.5853658536585366,0.49382716049382713
180,0.6444326801733538,0.5,0.5,0.5555555555555556,0.5263157894736842,0.5
190,0.6344743262637745,0.5,0.5,0.6111111111111112,0.55,0.46604938271604934
200,0.6313529177145525,0.4722222222222222,0.4782608695652174,0.6111111111111112,0.5365853658536586,0.4876543209876543
210,0.6294239271770824,0.5277777777777778,0.5217391304347826,0.6666666666666666,0.5853658536585366,0.5030864197530864
220,0.6231727004051208,0.5833333333333334,0.5652173913043478,0.7222222222222222,0.6341463414634146,0.5277777777777778
230,0.6209673989902843,0.5555555555555556,0.5416666666666666,0.7222222222222222,0.6190476190476191,0.5092592592592593
240,0.6204697652296587,0.5277777777777778,0.52,0.7222222222222222,0.6046511627906976,0.5061728395061729
250,0.6219426664439115,0.5555555555555556,0.55,0.6111111111111112,0.5789473684210527,0.5308641975308642
260,0.615215003490448,0.5277777777777778,0.5217391304347826,0.6666666666666666,0.5853658536585366,0.5
270,0.6140070665966381,0.5277777777777778,0.5217391304347826,0.6666666666666666,0.5853658536585366,0.5092592592592593
280,0.6116182045503096,0.5277777777777778,0.5263157894736842,0.5555555555555556,0.5405405405405406,0.5493827160493827
290,0.6089172580025413,0.6111111111111112,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.537037037037037
300,0.6067747040228411,0.5555555555555556,0.5416666666666666,0.7222222222222222,0.6190476190476191,0.5216049382716049
310,0.6089415170929648,0.5,0.5,0.5555555555555556,0.5263157894736842,0.5586419753086419
320,0.6119426922364668,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5679012345679012
330,0.6008241718465631,0.5277777777777778,0.5217391304347826,0.6666666666666666,0.5853658536585366,0.5277777777777778
340,0.599135545167056,0.5555555555555556,0.5454545454545454,0.6666666666666666,0.6,0.5370370370370371
350,0.6000763882290233,0.5555555555555556,0.5454545454545454,0.6666666666666666,0.6,0.537037037037037
360,0.6027934605425055,0.5,0.5,0.6111111111111112,0.55,0.5123456790123457
370,0.5970071825114164,0.5833333333333334,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.558641975308642
380,0.5918905301527544,0.5555555555555556,0.5454545454545454,0.6666666666666666,0.6,0.5216049382716049
390,0.5900937481360002,0.5833333333333334,0.5652173913043478,0.7222222222222222,0.6341463414634146,0.5617283950617284
400,0.5871720151467756,0.5555555555555556,0.5454545454545454,0.6666666666666666,0.6,0.5154320987654322
410,0.592705098065463,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6172839506172839
420,0.5881243348121643,0.5277777777777778,0.5217391304347826,0.6666666666666666,0.5853658536585366,0.5339506172839505
430,0.5840224867517297,0.5277777777777778,0.5238095238095238,0.6111111111111112,0.5641025641025641,0.5555555555555556
440,0.5972241921858354,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5339506172839507
450,0.5813593810254877,0.5277777777777778,0.5217391304347826,0.6666666666666666,0.5853658536585366,0.5030864197530864
460,0.5790628628297285,0.5555555555555556,0.5454545454545454,0.6666666666666666,0.6,0.5401234567901234
470,0.5795422711155631,0.5555555555555556,0.5416666666666666,0.7222222222222222,0.6190476190476191,0.5246913580246914
480,0.576065721836957,0.5555555555555556,0.5454545454545454,0.6666666666666666,0.6,0.5308641975308642
490,0.5762126012281938,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5771604938271605
500,0.5753837011077187,0.5277777777777778,0.5263157894736842,0.5555555555555556,0.5405405405405406,0.5555555555555556
